ENA_id	Dataset	Country	Amikacin	Capreomycin	Ciprofloxacin	Cycloserine	Ethambutol	Ethionamide	Isoniazid	Kanamycin	Linezolid	Moxifloxacin	Ofloxacin	PAS	Pyrazinamide	Rifabutin	Rifampicin	Streptomycin
ERR2514344	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514345	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514346	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514347	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514348	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514349	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514350	prospective	UK	U	U	U	U	S	U	U	U	U	U	U	U	U	U	S	U
ERR2514351	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514352	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	R	U	S	U
ERR2514353	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514354	prospective	UK	U	U	U	U	U	U	U	U	U	U	U	U	S	U	S	U
ERR2514355	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514356	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514357	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514358	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514359	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514360	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514361	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514362	prospective	UK	U	U	U	U	U	U	U	U	U	U	U	U	S	U	U	U
ERR2514363	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514364	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514365	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514366	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514367	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514368	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514369	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514370	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514371	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514372	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514373	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514374	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514375	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514376	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514377	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514378	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514379	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
ERR2514380	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514381	prospective	UK	U	U	S	U	S	U	R	U	U	U	U	U	S	U	S	U
ERR2514382	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514383	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514384	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514385	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514386	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514387	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514388	prospective	UK	U	U	U	U	U	U	U	U	U	U	U	U	S	U	U	U
ERR2514389	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514390	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	S
ERR2514391	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514392	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514393	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514394	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514395	prospective	UK	U	U	U	U	S	U	R	U	U	U	U	U	R	U	R	U
ERR2514396	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514397	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514398	prospective	UK	U	U	S	U	U	U	R	U	U	U	U	U	S	U	R	U
ERR2514399	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514400	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514401	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514402	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514403	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514404	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514405	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514406	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514407	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514408	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514409	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514410	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514411	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514412	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	R	U
ERR2514413	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514414	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514415	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514416	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514417	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514418	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514419	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514420	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514421	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514422	prospective	UK	U	U	U	U	R	U	R	U	U	U	U	U	R	U	R	U
ERR2514423	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514424	prospective	UK	U	U	R	U	R	U	R	U	U	R	R	U	S	U	S	U
ERR2514425	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514426	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514427	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514428	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514429	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514430	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514431	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514432	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514433	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514434	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514435	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514436	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514437	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514438	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514439	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514440	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514441	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514442	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514443	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514444	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514445	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514446	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514447	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514448	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514449	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514450	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514451	prospective	UK	U	U	U	U	R	U	R	U	U	U	U	U	R	U	S	U
ERR2514452	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514453	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514454	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514455	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514456	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514457	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514458	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514459	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514460	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514461	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514462	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514463	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514464	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514465	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514466	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514467	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514468	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514469	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514470	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514471	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514472	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514473	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514474	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514475	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514476	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514477	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514478	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514479	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514480	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514481	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514482	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514483	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	R	U	S	U
ERR2514484	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514485	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514486	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514487	prospective	UK	U	U	U	U	R	U	R	U	U	U	U	U	R	U	R	U
ERR2514488	prospective	UK	U	U	U	U	S	U	U	U	U	U	U	U	S	U	S	U
ERR2514489	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514490	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514491	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514492	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514493	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514494	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514495	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514496	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514497	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514498	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514499	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514500	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514501	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514502	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514503	prospective	UK	U	U	U	U	R	U	R	U	U	U	U	U	S	U	R	U
ERR2514504	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514505	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514506	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514507	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514508	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514509	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514510	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514511	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514512	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514513	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514514	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
ERR2514515	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514516	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514517	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514518	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514519	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514520	prospective	UK	S	S	S	U	S	U	S	S	U	S	S	U	S	U	S	U
ERR2514521	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514522	prospective	UK	U	U	U	U	U	U	U	U	U	U	U	U	S	U	U	U
ERR2514523	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514524	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514525	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514526	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514527	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514528	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514529	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514530	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514531	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514532	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514533	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514534	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514535	prospective	UK	U	U	U	U	S	U	U	U	U	U	U	U	S	U	S	U
ERR2514536	prospective	UK	U	U	S	U	S	U	R	U	U	U	U	U	S	U	S	U
ERR2514537	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514538	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514539	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514540	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514541	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514542	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514543	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514544	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514545	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	R	U	S	U
ERR2514546	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514547	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514548	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
ERR2514549	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514550	prospective	UK	U	U	S	U	S	U	R	U	U	U	U	U	S	U	R	U
ERR2514551	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514552	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514553	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514554	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514555	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514556	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514557	prospective	UK	U	U	U	U	U	U	U	U	U	U	U	U	S	U	U	U
ERR2514558	prospective	UK	U	U	U	U	S	U	R	U	U	U	U	U	S	U	S	U
ERR2514559	prospective	UK	U	U	U	U	S	U	U	U	U	U	U	U	U	U	S	U
ERR2514560	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514561	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514562	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514563	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514564	prospective	UK	U	U	S	U	S	U	R	U	U	U	U	U	S	U	S	U
ERR2514565	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514566	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514567	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514568	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514569	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514570	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514571	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514572	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514573	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514574	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514575	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514576	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514577	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514578	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514579	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514580	prospective	UK	U	U	S	U	S	U	R	U	U	U	U	U	S	U	S	U
ERR2514581	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514582	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514583	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	R	U	S	U
ERR2514584	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514585	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514586	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514587	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514588	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514589	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514590	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514591	prospective	UK	U	U	U	U	U	U	U	U	U	U	U	U	S	U	U	U
ERR2514592	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514593	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514594	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514595	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514596	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514597	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514598	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514599	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
ERR2514600	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514601	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514602	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514603	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514604	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514605	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514606	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514607	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514608	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514609	prospective	UK	U	U	S	U	S	U	R	U	U	U	U	U	S	U	S	U
ERR2514610	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514611	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514612	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514613	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514614	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514615	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514616	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514617	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514618	prospective	UK	U	U	S	U	S	U	R	U	U	U	U	U	S	U	S	U
ERR2514619	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514620	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514621	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514622	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514623	prospective	UK	U	U	U	U	U	U	U	U	U	U	U	U	S	U	U	U
ERR2514624	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514625	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514626	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514627	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514628	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514629	prospective	UK	U	U	S	U	S	U	R	U	U	U	U	U	S	U	S	U
ERR2514630	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514631	prospective	UK	U	U	S	U	S	U	R	U	U	U	U	U	S	U	S	U
ERR2514632	prospective	UK	U	U	S	U	S	U	R	U	U	U	U	U	S	U	S	U
ERR2514633	prospective	UK	U	U	U	U	R	U	R	U	U	U	U	U	R	U	R	U
ERR2514634	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514635	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514636	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514637	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514638	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514639	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514640	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514641	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514642	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514643	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
ERR2514644	prospective	UK	U	U	U	U	S	U	S	U	U	U	U	U	S	U	S	U
